subjID	trial	choice	RT
1	2	1	0.6623500000005151
1	4	1	0.6962550000007468
1	8	1	0.7400649999999587
1	9	2	0.8121250000003783
1	13	2	1.0151949999999488
1	16	1	0.7659100000000908
1	19	2	0.8051749999994936
1	22	1	0.5639699999992154
1	25	2	0.7800549999992945
1	26	1	0.5068449999998557
1	27	1	0.6667300000008254
1	32	2	0.800695000001695
1	40	2	0.8070250000000815
1	44	2	0.8696949999994249
1	46	1	0.6292450000000827
1	48	2	0.8247999999985332
1	51	2	0.7076000000015483
1	53	2	0.8987550000001502
1	54	1	0.6299550000003074
1	56	2	0.681590000000142
1	57	1	0.9974149999998044
1	60	2	0.8501299999988987
1	65	2	0.7323300000007148
1	68	2	0.7042849999997998
1	72	2	0.7259649999996182
1	76	2	0.670044999998936
1	80	2	0.700579999998794
1	82	2	0.8531950000015204
1	85	2	0.9704750000000932
1	86	2	0.8696999999993131
1	90	2	0.7691049999993993
1	93	1	0.8737650000002468
1	98	2	0.7456349999993108
1	101	2	0.6908100000000559
1	104	2	0.6815650000008172
1	109	2	0.8125399999989895
1	112	2	0.9312650000010616
1	115	2	0.90625
1	118	2	0.9306599999999744
1	120	2	1.1452900000003865
2	2	1	0.5774150000652298
2	4	1	0.3129200000548735
2	8	1	1.230059999972582
2	9	1	0.8936550000216812
2	13	1	0.4850150001002475
2	16	1	0.6613800000632182
2	19	1	0.5254349999595433
2	22	1	0.5006350000621751
2	25	2	0.5516000000061467
2	26	1	0.4464000000152737
2	27	1	0.49284500000067055
2	32	1	0.39495999994687736
2	40	1	0.37866499996744096
2	44	1	0.4175249999389053
2	46	1	0.4048850000835955
2	48	1	0.4225350000197068
2	51	1	0.45268499990925193
2	53	1	0.4273350000148639
2	54	1	0.4423899999819696
2	56	1	0.30752000003121793
2	57	1	0.5253650000086054
2	60	1	0.4015099999960512
2	65	2	0.6095849999692291
2	68	1	0.7388949999585748
2	72	2	0.4574150000698865
2	76	2	0.4406899999594316
2	80	2	0.44088500004727393
2	82	2	0.5309099999722093
2	85	2	0.5122749999864027
2	86	1	0.4968750000698492
2	90	1	0.4800549999345094
2	93	1	0.5814900000113994
2	98	1	0.3124400000087917
2	101	1	0.5111699999542907
2	104	2	0.5044600000837818
2	109	1	0.37430000002495944
2	112	1	0.4942550000268966
2	115	1	0.47121500002685934
2	118	1	0.5595850000390783
2	120	1	0.5443049999885261
3	2	1	0.367009999928996
3	4	1	0.3595849999692291
3	8	1	0.443144999910146
3	9	2	0.4985150001011789
3	13	2	0.4213349998462945
3	16	1	0.6160600001458079
3	19	1	0.7979399999603629
3	22	2	0.5395499998703599
3	25	2	0.509614999871701
3	26	2	0.4812149999197573
3	27	1	0.8303449999075383
3	32	2	0.44870500010438263
3	40	2	0.4947749997954816
3	44	2	0.4385649999603629
3	46	1	0.5256799999624491
3	48	2	0.6088250000029802
3	51	2	0.5623050001449883
3	53	2	0.4946250000502914
3	54	1	0.7023400000762194
3	56	1	0.5362600001972169
3	57	1	0.6128950000274926
3	60	1	0.4877300001680851
3	65	1	0.48472000006586313
3	68	2	0.7002400001510978
3	72	1	0.5979649999644607
3	76	2	0.6599600000772625
3	80	1	0.6190199998673052
3	82	1	0.8230749999638647
3	85	1	0.6678100000135601
3	86	1	0.5817749998532236
3	90	1	0.6881900001317263
3	93	1	0.7564749999437481
3	98	1	0.4859899999573827
3	101	1	0.741440000012517
3	104	2	0.5385050000622869
3	109	1	0.4231700000818819
3	112	1	0.5000699998345226
3	115	2	0.6168150000739843
3	118	2	0.5001999998930842
3	120	2	0.8477999998722225
4	2	1	0.585
4	4	1	0.614
4	8	1	0.941
4	9	1	1.317
4	13	1	1.067
4	16	1	0.928
4	19	1	0.788
4	22	1	0.82
4	25	1	0.74
4	26	2	1.289
4	27	2	0.737
4	32	1	0.598
4	40	1	1.062
4	44	2	0.92
4	46	1	0.795
4	48	2	1.074
4	51	1	0.435
4	53	1	0.85
4	54	1	0.746
4	56	1	0.696
4	57	1	0.96
4	60	1	0.939
4	65	1	0.672
4	68	1	0.845
4	72	2	0.799
4	76	1	0.614
4	80	2	0.886
4	82	2	0.757
4	85	2	0.661
4	86	2	1.129
4	90	1	0.879
4	93	1	0.823
4	98	2	0.883
4	101	1	1.125
4	104	2	0.955
4	109	2	0.824
4	112	1	0.575
4	115	1	0.807
4	118	1	0.843
4	120	2	0.877
5	2	1	0.44293000001925975
5	4	1	0.3499500000034459
5	8	1	0.3654849999875296
5	9	1	0.6589549999916926
5	13	2	0.3856450000021141
5	16	1	0.4262049999961164
5	19	2	0.47181499999715015
5	22	1	0.768355000007432
5	25	1	0.5314199999847915
5	26	2	0.7006950000068173
5	27	1	0.8349300000118092
5	32	1	0.46633500000461936
5	40	1	0.4536249999946449
5	44	1	0.35143500001868233
5	46	2	0.600479999993695
5	48	2	0.4036599999817554
5	51	1	0.5630650000239257
5	53	1	0.44945499999448657
5	54	1	0.33877500001108274
5	56	2	0.5944599999929778
5	57	2	0.4891700000152923
5	60	1	0.533129999996163
5	65	1	0.543805000022985
5	68	2	0.5539699999790173
5	72	2	0.537095000006957
5	76	1	0.6260950000141747
5	80	1	0.4875000000174623
5	82	1	0.7020400000037625
5	85	1	0.5455850000143982
5	86	1	0.4874499999859836
5	90	2	0.5018700000073295
5	93	1	0.48847000001114793
5	98	2	0.5417500000039581
5	101	2	1.5308550000190735
5	104	1	0.6146699999808334
5	109	1	0.5416850000037812
5	112	2	0.5251600000192411
5	115	1	0.5142749999940861
5	118	2	0.566194999992149
5	120	1	0.6482750000141095
6	2	1	1.486975000007078
6	4	1	1.316965000005439
6	8	1	1.309224999975413
6	9	1	1.5874349999940025
6	13	1	1.4299250000040047
6	16	2	1.3585200000088662
6	19	1	1.3607649999903515
6	22	1	1.437900000018999
6	25	1	1.2904750000452625
6	26	1	1.337424999976065
6	27	1	1.2927100000088103
6	32	1	1.2680699999909848
6	40	1	1.3393149999901652
6	44	1	1.4075900000170805
6	46	1	1.3321049999794925
6	48	1	1.5058099999441763
6	53	2	1.4137350000091828
6	54	1	1.4865650000283497
6	56	1	1.3075049999752082
6	57	1	1.3049449999816716
6	60	1	1.337195000029169
6	65	1	1.2976650000200607
6	68	1	1.2750649999943562
6	72	1	1.3017249999684282
6	80	1	1.2999500000150874
6	82	1	1.3595649999915622
6	85	1	1.2812249999842606
6	86	1	1.3025050000287592
6	90	1	1.3303749999613501
6	93	1	1.298064999980852
6	98	1	1.2865750000346452
6	101	1	1.487299999978859
6	104	1	1.3453449999797158
6	109	1	1.355329999991227
6	112	1	1.349994999996852
6	115	1	1.4099850000347942
6	118	2	0.83390500000678
6	120	1	1.4303649999783374
7	2	2	0.6968049999995856
7	8	1	0.4006749999989552
7	9	1	0.538074999998571
7	13	2	0.6427650000005087
7	16	2	0.918680000000677
7	19	2	0.5931299999992771
7	22	1	0.989185000000376
7	25	2	0.4591450000007171
7	26	1	0.4138750000002037
7	27	1	0.3845849999997881
7	32	2	0.40619999999942963
7	40	1	0.4480400000011141
7	44	2	0.40215999999962515
7	46	2	0.6319400000011083
7	48	1	0.636900000001362
7	51	2	0.6720800000002782
