subjID	trial	cue	keyPressed	outcome
P2	52	4	0	0
P2	53	4	0	0
P2	54	3	1	0
P2	55	1	1	0
P2	56	3	1	1
P2	57	2	1	0
P2	58	4	0	-1
P2	59	1	1	0
P2	60	4	0	0
P2	61	3	1	1
P2	62	2	1	0
P2	63	4	1	0
P2	64	4	1	-1
P2	65	4	0	0
P2	66	3	1	1
P2	67	3	1	1
P2	68	1	1	0
P2	69	2	1	1
P2	70	2	1	0
P2	71	4	1	-1
P2	72	1	1	0
P2	73	2	1	0
P2	74	1	1	0
P2	75	2	1	0
P2	76	2	1	0
P2	77	3	1	0
P2	78	2	1	1
P2	79	4	1	-1
P2	80	4	0	0
P2	81	2	1	0
P2	82	4	0	-1
P2	83	2	1	0
P2	84	2	1	0
P2	85	4	0	0
P2	86	4	0	0
P2	87	1	1	-1
P2	88	3	1	1
P2	89	4	0	0
P2	90	3	1	1
P2	91	1	1	0
P2	92	4	0	0
P2	93	2	1	1
P2	94	2	1	0
P2	95	2	1	0
P2	96	4	1	-1
P2	97	4	0	0
P2	98	3	1	1
P2	99	1	1	0
P2	100	1	1	0
P2	101	1	1	0
P2	102	4	0	0
P2	103	2	1	0
P2	104	3	1	1
P2	105	3	1	1
P2	106	2	1	0
P2	107	3	1	0
P2	108	1	1	0
P2	109	4	0	0
P2	110	3	1	1
P2	111	3	1	0
P2	112	1	1	-1
P2	113	4	0	0
P2	114	3	1	1
P2	115	1	0	-1
P2	116	1	1	0
P2	117	3	1	1
P2	118	2	1	0
P2	119	3	1	1
P2	120	4	1	-1
P2	121	3	1	1
P2	122	1	1	-1
P2	123	2	1	0
P2	124	2	1	0
P2	125	3	1	1
P2	126	4	1	-1
P2	127	2	1	1
P2	128	4	1	-1
P2	129	1	0	-1
P2	130	2	1	0
P2	131	3	1	1
P2	132	1	1	-1
P2	133	1	0	-1
P2	134	4	0	0
P2	135	3	1	1
P2	136	1	0	-1
P2	137	2	1	0
P2	138	4	1	0
P2	139	2	1	0
P2	140	2	1	1
P2	141	1	0	0
P2	142	1	1	-1
P2	143	2	1	1
P2	144	1	1	0
P2	145	2	1	0
P2	146	1	0	-1
P2	147	2	1	0
P2	148	2	1	1
P2	149	2	1	1
P2	150	4	1	-1
P2	151	3	1	1
P2	152	4	0	0
P2	153	3	1	0
P2	154	1	0	-1
P2	155	1	0	-1
P2	156	4	0	-1
P2	157	4	0	0
P2	158	1	0	0
P2	159	4	0	0
P2	160	2	1	0
P3	1	4	0	0
P3	2	4	1	-1
P3	3	1	1	0
P3	4	3	1	0
P3	5	4	1	0
P3	6	2	1	1
P3	7	3	1	1
P3	8	4	1	-1
P3	9	3	1	0
P3	10	3	1	1
P3	11	4	0	0
P3	12	1	1	0
P3	13	1	1	0
P3	14	4	1	-1
P3	15	2	1	0
P3	16	3	1	1
P3	17	2	1	1
P3	18	2	1	1
P3	19	3	1	0
P3	20	1	1	0
P3	21	3	1	1
P3	22	1	1	0
P3	23	2	1	0
P3	24	2	1	0
P3	25	1	1	0
P3	26	2	1	0
P3	27	4	1	0
P3	28	2	1	0
P3	29	4	1	-1
P3	30	3	1	1
P3	31	4	1	-1
P3	32	4	0	0
P3	33	2	1	0
P3	34	1	1	0
P3	35	3	1	1
P3	36	4	0	-1
P3	37	2	1	0
P3	38	4	1	-1
P3	39	3	1	1
P3	40	3	1	1
P3	41	3	1	1
P3	42	1	1	-1
P3	43	1	1	0
P3	44	1	1	0
P3	45	3	1	1
P3	46	2	1	0
P3	47	4	1	-1
P3	48	4	1	-1
P3	49	2	1	0
P3	50	3	1	1
P3	51	2	0	1
P3	52	4	0	-1
P3	53	2	1	0
P3	54	4	0	0
P3	55	1	1	0
P3	56	3	1	1
P3	57	1	1	0
P3	58	2	1	0
P3	59	2	0	1
P3	60	2	0	1
P3	61	1	0	-1
P3	62	3	1	1
P3	63	3	1	1
P3	64	2	0	0
P3	65	2	1	0
P3	66	2	0	0
P3	67	3	1	1
P3	68	1	0	0
P3	69	4	1	-1
P3	70	3	0	0
P3	71	4	0	0
P3	72	1	1	0
P3	73	3	1	1
P3	74	4	0	0
P3	75	3	0	0
P3	76	4	1	-1
P3	77	2	1	0
P3	78	3	1	1
P3	79	1	1	0
P3	80	2	0	1
P3	81	4	0	0
P3	82	1	1	0
P3	83	3	1	0
P3	84	3	1	0
P3	85	4	0	0
P3	86	4	0	0
P3	87	1	1	0
P3	88	3	1	0
P3	89	1	1	-1
P3	90	1	1	0
P3	91	1	1	0
P3	92	1	0	-1
P3	93	2	1	0
P3	94	3	0	0
P3	95	2	0	1
P3	96	2	0	1
P3	97	1	1	0
P3	98	1	0	-1
P3	99	1	1	0
P3	100	3	1	1
P3	101	2	0	1
P3	102	2	0	1
P3	103	2	0	1
P3	104	4	0	0
P3	105	1	1	0
P3	106	3	1	1
P3	107	3	1	0
P3	108	4	0	0
P3	109	2	0	1
P3	110	4	0	-1
P3	111	4	1	-1
P3	112	1	1	0
P3	113	1	0	-1
P3	114	2	1	0
P3	115	1	1	0
P3	116	3	1	1
P3	117	1	1	0
P3	118	1	0	-1
P3	119	4	1	-1
P3	120	3	1	1
P3	121	2	1	0
P3	122	1	1	0
P3	123	4	0	0
P3	124	1	1	-1
P3	125	1	1	-1
P3	126	3	1	1
P3	127	4	1	-1
P3	128	2	1	1
P3	129	3	1	0
P3	130	4	1	0
P3	131	1	1	-1
P3	132	3	1	1
P3	133	4	1	-1
P3	134	3	1	1
P3	135	2	1	1
P3	136	2	1	0
P3	137	3	1	0
P3	138	1	1	0
P3	139	1	1	-1
P3	140	1	1	-1
P3	141	2	1	0
P3	142	2	0	1
P3	143	4	1	0
P3	144	4	1	-1
P3	145	4	0	0
P3	146	2	1	0
P3	147	4	0	0
P3	148	4	1	-1
P3	149	3	1	1
P3	150	4	0	0
P3	151	2	1	0
P3	152	1	1	0
P3	153	3	1	1
P3	154	3	1	1
P3	155	3	1	1
P3	156	2	0	1
P3	157	4	1	0
P3	158	4	1	-1
P3	159	1	1	0
P3	160	2	1	1
P4	1	3	0	1
P4	2	1	0	-1
P4	3	2	1	1
P4	4	3	1	1
P4	5	1	1	0
P4	6	3	1	1
P4	7	4	1	-1
P4	8	3	1	1
P4	9	2	1	1
P4	10	3	1	1
P4	11	1	1	0
P4	12	4	1	-1
P4	13	3	1	1
P4	14	3	1	1
P4	15	4	1	-1
P4	16	2	1	0
P4	17	1	1	0
P4	18	2	1	0
P4	19	1	1	0
P4	20	3	1	1
P4	21	2	1	0
P4	22	3	1	1
P4	23	3	1	1
P4	24	1	1	-1
P4	25	4	1	-1
P4	26	4	1	-1
P4	27	4	1	-1
P4	28	2	1	1
P4	29	4	1	0
P4	30	3	1	1
P4	31	2	1	0
P4	32	2	1	0
P4	33	4	1	-1
P4	34	3	1	1
P4	35	4	1	-1
P4	36	2	1	0
P4	37	2	1	0
P4	38	4	1	-1
P4	39	2	1	0
P4	40	1	1	0
P4	41	4	1	0
P4	42	2	1	0
P4	43	4	1	-1
P4	44	2	1	0
P4	45	3	1	1
P4	46	1	1	-1
P4	47	2	1	1
P4	48	4	1	-1
P4	49	2	1	0
P4	50	2	1	0
P4	51	4	1	0
P4	52	3	1	1
P4	53	2	1	0
P4	54	1	1	0
P4	55	1	1	0
P4	56	2	1	0
P4	57	1	1	0
P4	58	3	1	1
P4	59	2	1	0
P4	60	1	1	0
P4	61	3	1	0
P4	62	1	1	0
P4	63	2	1	0
P4	64	1	1	0
P4	65	2	1	1
P4	66	2	1	0
P4	67	1	1	0
P4	68	2	1	0
P4	69	1	1	-1
P4	70	2	1	0
P4	71	3	1	1
P4	72	1	0	-1
P4	73	3	1	1
P4	74	2	1	0
P4	75	4	1	-1
P4	76	3	1	1
P4	77	2	1	0
P4	78	4	1	-1
P4	79	2	1	0
P4	80	3	1	1
P4	81	4	1	-1
P4	82	2	1	0
P4	83	4	1	0
P4	84	4	1	0
P4	85	2	1	0
P4	86	2	1	0
P4	87	1	1	0
P4	88	4	1	-1
P4	89	4	0	0
P4	90	3	1	1
P4	91	2	1	0
P4	92	2	0	1
P4	93	3	1	1
P4	94	4	0	-1
P4	95	4	1	-1
P4	96	3	1	0
P4	97	3	1	1
P4	98	4	1	-1
P4	99	3	1	1
P4	100	2	1	0
P4	101	1	1	0
P4	102	1	1	0
P4	103	1	1	0
P4	104	3	1	1
P4	105	1	1	0
P4	106	4	1	-1
P4	107	3	1	0
P4	108	3	1	1
P4	109	4	1	-1
P4	110	4	1	0
P4	111	3	1	1
P4	112	3	1	1
P4	113	3	1	0
P4	114	4	1	-1
P4	115	3	1	0
P4	116	4	1	0
P4	117	1	1	0
P4	118	4	1	-1
P4	119	1	1	0
P4	120	1	1	0
P4	121	1	1	-1
P4	122	1	1	0
P4	123	4	1	-1
P4	124	2	1	0
P4	125	3	1	1
P4	126	2	1	1
P4	127	1	1	-1
P4	128	3	1	1
P4	129	1	1	0
P4	130	2	1	1
P4	131	1	1	0
P4	132	1	1	0
P4	133	4	1	-1
P4	134	3	1	1
P4	135	1	1	0
P4	136	4	1	-1
P4	137	1	1	0
P4	138	2	1	0
P4	139	4	1	-1
P4	140	2	1	1
P4	141	1	1	0
P4	142	4	1	-1
P4	143	4	1	-1
P4	144	1	1	-1
P4	145	1	1	0
P4	146	3	1	1
P4	147	3	1	0
P4	148	1	1	-1
P4	149	3	1	0
P4	150	1	1	0
P4	151	4	1	-1
P4	152	4	1	-1
P4	153	3	1	1
P4	154	2	1	0
P4	155	1	1	-1
P4	156	4	1	-1
P4	157	4	1	-1
P4	158	3	1	1
P4	159	1	1	0
P4	160	2	1	0
P5	1	1	0	-1
P5	2	4	1	-1
P5	3	2	1	0
P5	4	1	1	0
P5	5	4	1	-1
P5	6	4	1	-1
P5	7	4	1	-1
P5	8	3	1	1
P5	9	2	1	0
P5	10	1	1	0
P5	11	2	1	0
P5	12	4	1	-1
P5	13	1	1	0
P5	14	2	1	0
P5	15	2	1	0
P5	16	1	1	-1
P5	17	4	1	-1
P5	18	4	1	-1
P5	19	3	1	0
P5	20	3	1	0
P5	21	1	1	0
P5	22	4	1	-1
P5	23	4	1	0
P5	24	4	1	-1
P5	25	2	1	0
P5	26	4	1	-1
P5	27	4	1	0
P5	28	2	1	0
P5	29	4	1	-1
P5	30	4	1	-1
P5	31	2	1	1
P5	32	1	1	-1
P5	33	1	1	0
P5	34	4	1	0
P5	35	1	1	0
P5	36	1	1	0
P5	37	1	1	0
P5	38	1	1	0
P5	39	4	1	0
P5	40	4	0	0
P5	41	2	0	1
P5	42	2	0	0
P5	43	3	0	1
P5	44	3	0	0
P5	45	3	0	0
P5	46	2	0	1
P5	47	1	0	-1
P5	48	2	0	1
P5	49	1	0	-1
P5	50	4	1	-1
P5	51	4	1	0
P5	52	1	1	0
P5	53	3	1	1
P5	54	3	1	1
P5	55	3	1	1
P5	56	3	1	1
P5	57	3	1	1
P5	58	2	0	0
P5	59	4	1	-1
P5	60	2	1	0
P5	61	2	1	0
P5	62	1	1	0
P5	63	2	0	1
P5	64	4	0	0
P5	65	2	0	0
P5	66	4	1	-1
P5	67	3	1	1
P5	68	2	1	0
P5	69	1	0	-1
P5	70	2	0	1
P5	71	4	0	0
P5	72	3	1	1
P5	73	3	1	1
P5	74	1	0	-1
P5	75	3	1	0
P5	76	4	0	0
P5	77	1	0	-1
P5	78	1	0	0
P5	79	2	0	1
P5	80	4	0	0
P5	81	1	0	-1
P5	82	4	0	-1
P5	83	2	0	1
P5	84	3	1	1
P5	85	3	1	1
P5	86	3	1	1
P5	87	4	0	0
P5	88	2	0	0
P5	89	2	0	1
P5	90	4	1	0
P5	91	2	0	1
P5	92	4	1	-1
P5	93	4	0	0
P5	94	3	1	1
P5	95	4	0	0
P5	96	4	0	0
P5	97	1	0	-1
P5	98	1	1	0
P5	99	1	1	0
P5	100	3	1	1
P5	101	2	0	1
P5	102	4	1	-1
P5	103	4	1	-1
P5	104	3	1	0
P5	105	1	1	-1
P5	106	4	0	-1
P5	107	1	1	-1
P5	108	3	1	1
P5	109	1	0	-1
P5	110	3	1	1
P5	111	3	1	1
P5	112	1	0	-1
P5	113	1	0	-1
P5	114	2	0	1
P5	115	3	1	1
P5	116	1	0	-1
P5	117	3	1	1
P5	118	1	0	0
P5	119	1	0	-1
P5	120	3	1	1
P5	121	4	0	0
P5	122	1	1	0
P5	123	2	1	1
P5	124	3	1	1
P5	125	3	1	0
P5	126	2	1	0
P5	127	4	1	-1
P5	128	3	1	1
P5	129	3	1	1
P5	130	3	1	0
P5	131	3	1	1
P5	132	1	0	-1
P5	133	1	0	-1
P5	134	1	0	-1
P5	135	2	0	1
P5	136	3	1	1
P5	137	3	1	1
P5	138	2	0	1
P5	139	2	0	1
P5	140	2	0	1
P5	141	4	0	0
P5	142	2	0	1
P5	143	3	1	1
P5	144	3	0	0
P5	145	4	0	0
P5	146	1	0	-1
P5	147	2	0	1
P5	148	3	1	1
P5	149	2	0	0
P5	150	4	0	0
P5	151	1	0	-1
P5	152	2	0	1
P5	153	1	0	0
P5	154	2	0	1
P5	155	2	0	1
P5	156	2	0	0
P5	157	3	1	1
P5	158	1	0	0
P5	159	3	1	0
P5	160	2	0	1
P6	1	1	0	-1
P6	2	2	1	0
P6	3	1	1	0
P6	4	3	1	1
P6	5	4	1	0
P6	6	1	1	-1
P6	7	2	1	0
P6	8	3	1	1
P6	9	3	1	1
P6	10	4	1	-1
P6	11	4	1	0
P6	12	4	1	-1
P6	13	4	1	0
P6	14	2	1	0
P6	15	3	1	0
P6	16	1	1	0
P6	17	1	1	-1
P6	18	2	1	0
P6	19	3	1	1
P6	20	2	0	1
P6	21	3	1	1
P6	22	2	1	0
P6	23	2	1	0
P6	24	4	1	0
P6	25	2	1	0
P6	26	1	1	0
P6	27	4	1	-1
P6	28	3	1	1
P6	29	1	1	0
P6	30	4	1	-1
P6	31	2	0	1
P6	32	2	0	1
P6	33	1	0	-1
P6	34	4	1	-1
P6	35	2	1	0
P6	36	1	1	-1
P6	37	2	0	1
P6	38	4	0	0
P6	39	3	1	0
P6	40	2	1	0
P6	41	3	0	0
P6	42	1	1	0
P6	43	4	0	0
P6	44	4	0	0
P6	45	2	0	1
P6	46	4	0	0
P6	47	1	0	-1
P6	48	4	0	-1
P6	49	3	1	1
P6	50	1	1	0
P6	51	2	1	0
P6	52	4	1	-1
P6	53	4	0	0
P6	54	4	1	-1
P6	55	4	0	0
P6	56	4	0	-1
P6	57	2	0	1
P6	58	1	0	-1
P6	59	3	0	0
P6	60	2	0	1
P6	61	2	0	1
P6	62	2	1	1
P6	63	3	0	1
P6	64	4	1	-1
P6	65	1	0	-1
P6	66	2	0	1
P6	67	1	0	-1
P6	68	4	0	0
P6	69	1	0	0
P6	70	4	0	0
P6	71	4	0	0
P6	72	2	0	0
P6	73	3	0	1
P6	74	3	0	0
P6	75	1	0	-1
P6	76	1	0	-1
P6	77	2	0	0
P6	78	3	0	0
P6	79	4	0	0
P6	80	2	0	0
P6	81	3	1	1
P6	82	4	0	0
P6	83	4	1	-1
P6	84	2	0	1
P6	85	2	0	1
P6	86	3	0	0
P6	87	2	0	1
P6	88	3	0	0
P6	89	4	0	0
P6	90	3	0	0
P6	91	2	1	0
P6	92	1	1	0
P6	93	4	1	-1
P6	94	1	0	0
P6	95	3	0	0
P6	96	4	0	0
P6	97	2	0	1
P6	98	2	0	1
P6	99	3	0	1
P6	100	1	0	-1
P6	101	2	0	1
P6	102	3	0	0
P6	103	4	0	0
P6	104	2	0	1
P6	105	2	0	1
P6	106	2	0	1
P6	107	3	0	0
P6	108	4	0	0
P6	109	1	0	-1
P6	110	1	0	0
P6	111	2	0	0
P6	112	1	0	-1
P6	113	4	0	0
P6	114	3	0	0
P6	115	3	0	1
P6	116	3	0	0
P6	117	1	0	-1
P6	118	3	0	0
P6	119	3	0	0
P6	120	3	0	0
P6	121	1	0	-1
P6	122	3	0	0
P6	123	1	0	-1
P6	124	1	0	-1
P6	125	4	0	-1
P6	126	3	0	0
P6	127	3	0	1
P6	128	4	0	0
P6	129	4	0	-1
P6	130	1	0	-1
P6	131	1	0	-1
P6	132	2	0	1
P6	133	2	0	0
P6	134	1	0	0
P6	135	3	0	0
P6	136	4	0	0
P6	137	2	0	0
P6	138	1	0	-1
P6	139	3	0	0
P6	140	3	0	0
P6	141	2	0	0
P6	142	3	0	0
P6	143	2	0	1
P6	144	1	0	-1
P6	145	1	0	-1
P6	146	1	0	-1
P6	147	3	0	0
P6	148	4	0	0
P6	149	3	0	0
P6	150	1	0	-1
P6	151	1	0	-1
P6	152	4	0	0
P6	153	1	0	0
P6	154	4	0	0
P6	155	4	0	0
P6	156	1	0	-1
P6	157	3	0	1
P6	158	1	0	-1
P6	159	3	1	1
P6	160	2	1	0
P7	1	4	0	-1
P7	2	2	1	0
P7	3	4	1	-1
P7	4	1	1	0
P7	5	1	1	0
P7	6	3	0	0
P7	7	3	0	0
P7	8	4	1	0
P7	9	2	1	0
P7	10	1	1	0
P7	11	1	1	0
P7	12	1	1	0
P7	13	3	1	1
P7	14	4	1	-1
P7	15	1	1	0
P7	16	1	1	-1
P7	17	4	1	0
P7	18	3	1	1
P7	19	4	1	-1
P7	20	3	1	1
P7	21	1	1	0
P7	22	3	1	1
P7	23	3	1	0
P7	24	3	1	1
P7	25	1	1	-1
P7	26	1	1	-1
P7	27	2	1	0
P7	28	3	1	1
P7	29	1	1	-1
P7	30	3	1	1
P7	31	2	1	0
P7	32	2	1	0
P7	33	1	1	0
P7	34	4	1	-1
P7	35	3	1	1
P7	36	3	1	1
P7	37	4	1	-1
P7	38	3	1	1
P7	39	1	1	0
P7	40	2	1	0
P7	41	3	1	0
P7	42	2	1	0
P7	43	4	1	-1
P7	44	3	1	1
P7	45	4	1	-1
P7	46	4	1	-1
P7	47	4	1	0
P7	48	2	1	0
P7	49	4	1	-1
P7	50	2	1	0
P7	51	3	1	1
P7	52	3	1	1
P7	53	1	1	0
P7	54	3	1	1
P7	55	2	1	0
P7	56	2	1	0
P7	57	2	1	0
P7	58	2	1	0
P7	59	2	1	0
P7	60	2	1	0
P7	61	4	1	-1
P7	62	1	1	-1
P7	63	2	1	0
P7	64	4	1	-1
P7	65	2	1	1
P7	66	4	1	0
P7	67	1	1	0
P7	68	1	1	0
P7	69	1	1	0
P7	70	3	1	1
P7	71	2	1	0
P7	72	4	1	-1
P7	73	3	1	0
P7	74	2	1	0
P7	75	2	1	1
P7	76	3	1	1
P7	77	2	1	0
P7	78	2	1	0
P7	79	2	1	1
P7	80	4	1	-1
P7	81	2	1	0
P7	82	1	1	0
P7	83	2	1	0
P7	84	3	1	0
P7	85	1	1	0
P7	86	2	1	0
P7	87	4	1	0
P7	88	2	1	0
P7	89	1	1	-1
P7	90	4	1	0
P7	91	2	1	0
P7	92	4	1	-1
P7	93	4	1	-1
P7	94	2	1	0
P7	95	2	1	0
P7	96	1	1	0
P7	97	3	1	1
P7	98	4	0	0
P7	99	3	1	1
P7	100	1	1	0
P7	101	1	1	0
P7	102	4	0	0
P7	103	3	1	0
P7	104	3	1	1
P7	105	2	1	0
P7	106	4	0	0
P7	107	1	1	0
P7	108	1	1	0
P7	109	3	1	1
P7	110	1	1	0
P7	111	4	0	0
P7	112	4	0	0
P7	113	2	1	0
P7	114	1	1	0
P7	115	2	1	1
P7	116	2	1	1
P7	117	2	1	0
P7	118	4	0	-1
P7	119	4	0	0
P7	120	3	1	1
P7	121	3	1	0
P7	122	3	1	1
P7	123	4	0	0
P7	124	4	0	0
P7	125	1	1	-1
P7	126	1	0	-1
P7	127	1	1	-1
P7	128	1	0	-1
P7	129	4	1	-1
P7	130	3	1	1
P7	131	4	0	0
P7	132	3	1	1
P7	133	2	1	0
P7	134	2	1	0
P7	135	1	1	0
P7	136	4	0	0
P7	137	3	1	1
P7	138	3	1	1
P7	139	1	1	0
P7	140	4	0	0
P7	141	1	1	0
P7	142	1	1	0
P7	143	4	0	0
P7	144	3	1	0
P7	145	3	1	1
P7	146	4	0	0
P7	147	3	1	1
P7	148	4	0	0
P7	149	2	1	1
P7	150	1	1	0
P7	151	1	1	0
P7	152	3	1	1
P7	153	4	0	0
P7	154	1	1	0
P7	155	2	1	1
P7	156	2	1	1
P7	157	1	1	0
P7	158	3	1	1
P7	159	3	1	0
P7	160	4	0	0
P8	1	1	0	-1
P8	2	3	1	0
P8	3	2	1	0
P8	4	3	1	0
P8	5	4	1	-1
P8	6	3	1	0
P8	7	4	1	-1
P8	8	4	1	-1
P8	9	2	1	0
P8	10	1	1	0
P8	11	3	1	0
P8	12	3	1	0
P8	13	1	1	0
P8	14	3	1	1
P8	15	2	1	0
P8	16	3	1	0
P8	17	1	1	0
P8	18	3	1	1
P8	19	1	1	0
P8	20	2	1	0
P8	21	3	0	0
P8	22	3	1	1
P8	23	4	1	-1
P8	24	3	1	1
P8	25	3	1	0
P8	26	4	1	0
P8	27	3	1	0
P8	28	4	1	-1
P8	29	3	1	1
P8	30	4	1	-1
P8	31	4	1	-1
P8	32	2	1	0
P8	33	3	1	1
P8	34	1	1	0
P8	35	2	1	0
P8	36	1	1	-1
P8	37	2	1	1
P8	38	2	1	1
P8	39	3	1	1
P8	40	1	0	0
P8	41	3	1	1
P8	42	4	1	0
P8	43	2	1	1
P8	44	3	1	0
P8	45	1	1	0
P8	46	4	1	0
P8	47	2	1	0
P8	48	1	1	0
P8	49	4	1	-1
P8	50	1	1	0
P8	51	3	1	0
P8	52	4	1	-1
P8	53	4	1	-1
P8	54	1	1	-1
P8	55	1	1	0
P8	56	4	1	0
P8	57	3	1	1
P8	58	1	0	-1
P8	59	4	0	0
P8	60	2	0	1
P8	61	1	0	-1
P8	62	2	0	1
P8	63	2	0	1
P8	64	3	0	0
P8	65	4	0	0
P8	66	1	0	-1
P8	67	3	0	0
P8	68	4	1	0
P8	69	3	1	0
P8	70	2	1	0
P8	71	3	1	0
P8	72	1	1	0
P8	73	4	1	-1
P8	74	1	0	-1
P8	75	4	0	0
P8	76	3	0	0
P8	77	1	1	0
P8	78	1	0	0
P8	79	2	0	1
P8	80	2	0	1
P8	81	1	1	0
P8	82	4	0	-1
P8	83	2	1	0
P8	84	1	0	-1
P8	85	1	0	0
P8	86	4	1	-1
P8	87	2	1	0
P8	88	2	1	0
P8	89	1	1	0
P8	90	1	0	-1
P8	91	3	1	0
P8	92	3	1	1
P8	93	2	0	1
P8	94	2	1	1
P8	95	2	1	0
P8	96	2	1	1
P8	97	4	1	0
P8	98	2	1	0
P8	99	1	1	-1
P8	100	4	1	-1
P8	101	3	1	1
P8	102	2	1	0
P8	103	4	1	-1
P8	104	4	1	-1
P8	105	2	1	0
P8	106	3	1	1
P8	107	1	1	0
P8	108	2	1	0
P8	109	1	1	0
P8	110	4	1	-1
P8	111	2	1	0
P8	112	3	1	0
P8	113	4	1	-1
P8	114	1	1	-1
P8	115	4	0	0
P8	116	2	0	1
P8	117	3	0	0
P8	118	4	0	0
P8	119	3	1	1
P8	120	3	1	1
P8	121	4	1	-1
P8	122	1	1	0
